Timestamp,Energy Consumption (kWh),Temperature (°C),Building Occupancy,Energy Tariff ($/kWh),Efficiency Recommendations,Estimated Cost Savings ($)
8/30/2023 15:00,15.29,27.5,110,0.28,Shift heavy operations to off-peak hours.,0.3
8/30/2023 16:00,23.11,15.38,76,0.24,Shift heavy operations to off-peak hours.,0.39
8/30/2023 17:00,19.74,22.02,63,0.16,No action needed,0
8/30/2023 18:00,12.35,21.69,75,0.12,No action needed,0
8/30/2023 19:00,13.59,21.06,27,0.12,No action needed,0
8/30/2023 20:00,8.71,22.94,134,0.12,No action needed,0
8/30/2023 21:00,16.91,19.04,73,0.15,No action needed,0
8/30/2023 22:00,15.12,32.73,13,0.19,No action needed,0
8/30/2023 23:00,19.16,28.36,145,0.17,No action needed,0
8/31/2023 0:00,8.29,21.85,43,0.19,No action needed,0
8/31/2023 1:00,8.61,23.99,125,0.18,No action needed,0
8/31/2023 2:00,18.82,23.36,81,0.12,Investigate devices left on overnight.,0.09
8/31/2023 3:00,12.91,30.34,16,0.18,No action needed,0
8/31/2023 4:00,10.51,27.26,129,0.22,Shift heavy operations to off-peak hours.,0.16
8/31/2023 5:00,20.78,34.67,85,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.86
8/31/2023 6:00,16.81,26.35,46,0.24,Shift heavy operations to off-peak hours.,0.28
8/31/2023 7:00,21.63,23.64,56,0.29,Shift heavy operations to off-peak hours.,0.44
8/31/2023 8:00,18.67,17.16,98,0.17,No action needed,0
8/31/2023 9:00,12.84,23.92,56,0.16,No action needed,0
8/31/2023 10:00,19.42,23.78,60,0.22,Shift heavy operations to off-peak hours.,0.3
8/31/2023 11:00,14.23,23.47,78,0.13,Investigate devices left on overnight.,0.07
8/31/2023 12:00,8.14,16.53,18,0.18,No action needed,0
8/31/2023 13:00,21.64,25.77,34,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.65
8/31/2023 14:00,16.15,18.87,34,0.11,Investigate devices left on overnight.,0.07
8/31/2023 15:00,15.98,25.1,12,0.1,Investigate devices left on overnight.,0.06
8/31/2023 16:00,20.81,27.37,45,0.22,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.55
8/31/2023 17:00,15.59,23.82,133,0.18,No action needed,0
8/31/2023 18:00,6.63,21.74,45,0.23,Shift heavy operations to off-peak hours.,0.11
8/31/2023 19:00,6.23,30.23,67,0.28,Shift heavy operations to off-peak hours.,0.12
8/31/2023 20:00,6.68,21.94,116,0.14,No action needed,0
8/31/2023 21:00,5.78,21.46,25,0.11,No action needed,0
8/31/2023 22:00,5.13,19.57,111,0.23,Shift heavy operations to off-peak hours.,0.08
8/31/2023 23:00,11.17,34.96,113,0.18,No action needed,0
9/1/2023 0:00,8.96,31.21,47,0.23,Shift heavy operations to off-peak hours.,0.14
9/1/2023 1:00,18.41,32.54,65,0.21,Shift heavy operations to off-peak hours.,0.27
9/1/2023 2:00,15.34,16.22,131,0.11,Investigate devices left on overnight.,0.07
9/1/2023 3:00,22,32.72,56,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.61
9/1/2023 4:00,17.91,20.62,17,0.13,Investigate devices left on overnight.,0.09
9/1/2023 5:00,14.04,27.62,128,0.15,No action needed,0
9/1/2023 6:00,5.29,16.93,106,0.15,No action needed,0
9/1/2023 7:00,5.95,17.15,139,0.18,No action needed,0
9/1/2023 8:00,23.16,19.2,93,0.17,No action needed,0
9/1/2023 9:00,10.42,20.58,76,0.3,Shift heavy operations to off-peak hours.,0.22
9/1/2023 10:00,7.55,21.18,33,0.25,Shift heavy operations to off-peak hours.,0.13
9/1/2023 11:00,13.57,27.11,133,0.14,No action needed,0
9/1/2023 12:00,24.94,34.24,140,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.81
9/1/2023 13:00,21.52,26.05,71,0.13,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.25
9/1/2023 14:00,14.86,33.93,88,0.15,No action needed,0
9/1/2023 15:00,17.66,20.77,67,0.21,Shift heavy operations to off-peak hours.,0.26
9/1/2023 16:00,5.57,26.12,109,0.27,Shift heavy operations to off-peak hours.,0.11
9/1/2023 17:00,24.76,16.51,94,0.27,Shift heavy operations to off-peak hours.,0.47
9/1/2023 18:00,11.25,30.05,98,0.23,Shift heavy operations to off-peak hours.,0.18
9/1/2023 19:00,7.02,31.43,84,0.17,No action needed,0
9/1/2023 20:00,6.19,32.56,121,0.17,No action needed,0
9/1/2023 21:00,19.13,25.86,129,0.19,No action needed,0
9/1/2023 22:00,23.06,34.86,115,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.69
9/1/2023 23:00,23.13,31.5,18,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.72
9/2/2023 0:00,10.46,15.2,31,0.24,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.28
9/2/2023 1:00,24.26,28.32,98,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.76
9/2/2023 2:00,19.63,26.62,61,0.12,No action needed,0
9/2/2023 3:00,17.2,21.38,56,0.14,No action needed,0
9/2/2023 4:00,5.21,22.04,44,0.29,Shift heavy operations to off-peak hours.,0.11
9/2/2023 5:00,24.98,24.28,43,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.63
9/2/2023 6:00,18.13,15.54,144,0.26,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.52
9/2/2023 7:00,8.83,15.73,49,0.19,No action needed,0
9/2/2023 8:00,7.46,22.09,70,0.28,Shift heavy operations to off-peak hours.,0.15
9/2/2023 9:00,17.44,21.13,8,0.15,Turn off unnecessary lights in unoccupied areas.,0.08
9/2/2023 10:00,20.91,22.63,117,0.25,Shift heavy operations to off-peak hours.,0.37
9/2/2023 11:00,20.62,28.45,69,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.57
9/2/2023 12:00,22.63,25.36,60,0.12,Reduce HVAC cooling to save energy.,0.14
9/2/2023 13:00,15.14,16.14,130,0.19,Investigate devices left on overnight.,0.12
9/2/2023 14:00,5.43,26.1,72,0.14,No action needed,0
9/2/2023 15:00,7.78,19.92,74,0.19,No action needed,0
9/2/2023 16:00,8.27,27.54,13,0.17,No action needed,0
9/2/2023 17:00,21.53,28.04,42,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.59
9/2/2023 18:00,17.84,25.02,124,0.15,No action needed,0
9/2/2023 19:00,20.43,33.09,122,0.3,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.74
9/2/2023 20:00,7.86,18.32,23,0.16,No action needed,0
9/2/2023 21:00,15.84,33.35,27,0.21,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.37
9/2/2023 22:00,6.22,29.26,99,0.24,Shift heavy operations to off-peak hours.,0.1
9/2/2023 23:00,16.6,15.44,70,0.17,No action needed,0
9/3/2023 0:00,8.33,32.42,62,0.15,No action needed,0
9/3/2023 1:00,18.07,22.22,103,0.17,No action needed,0
9/3/2023 2:00,21.29,34.08,83,0.11,Reduce HVAC cooling to save energy.,0.12
9/3/2023 3:00,18.54,34.49,75,0.16,No action needed,0
9/3/2023 4:00,24.96,29.67,34,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.84
9/3/2023 5:00,11.29,22.8,6,0.15,Turn off unnecessary lights in unoccupied areas.,0.05
9/3/2023 6:00,18.77,30.36,75,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.47
9/3/2023 7:00,5.42,21.17,83,0.13,No action needed,0
9/3/2023 8:00,10.74,31.37,72,0.19,No action needed,0
9/3/2023 9:00,19.32,34.55,148,0.19,No action needed,0
9/3/2023 10:00,21.93,20.56,140,0.13,No action needed,0
9/3/2023 11:00,8.73,33.32,126,0.24,Shift heavy operations to off-peak hours.,0.15
9/3/2023 12:00,20.93,25.12,18,0.28,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.7
9/3/2023 13:00,13.24,17.16,99,0.29,Shift heavy operations to off-peak hours.,0.27
9/3/2023 14:00,18.35,16.62,117,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.46
9/3/2023 15:00,19.68,27.9,26,0.2,No action needed,0
9/3/2023 16:00,18.67,19.35,127,0.1,No action needed,0
9/3/2023 17:00,20.72,20.68,140,0.27,Shift heavy operations to off-peak hours.,0.39
9/3/2023 18:00,14.25,16.95,58,0.13,No action needed,0
9/3/2023 19:00,17.88,18.07,22,0.11,No action needed,0
9/3/2023 20:00,19.09,15.1,141,0.21,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.44
9/3/2023 21:00,9.94,24.48,92,0.23,Shift heavy operations to off-peak hours.,0.16
9/3/2023 22:00,16.75,16.06,99,0.11,Investigate devices left on overnight.,0.07
9/3/2023 23:00,18.07,15.98,30,0.28,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.56
9/4/2023 0:00,13.51,24.6,7,0.27,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.36
9/4/2023 1:00,5.08,17.1,92,0.11,No action needed,0
9/4/2023 2:00,9.84,19.73,8,0.23,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.23
9/4/2023 3:00,9.64,32.08,48,0.19,No action needed,0
9/4/2023 4:00,13.97,33.74,99,0.17,No action needed,0
9/4/2023 5:00,24.26,34.23,97,0.27,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,1.05
9/4/2023 6:00,6.82,26.18,75,0.23,Shift heavy operations to off-peak hours.,0.11
9/4/2023 7:00,19.22,22.39,76,0.1,No action needed,0
9/4/2023 8:00,11.1,17.36,110,0.1,Investigate devices left on overnight.,0.04
9/4/2023 9:00,6.48,17.03,126,0.2,No action needed,0
9/4/2023 10:00,10.62,34.05,72,0.22,Shift heavy operations to off-peak hours.,0.16
9/4/2023 11:00,15.97,18.19,136,0.12,No action needed,0
9/4/2023 12:00,24.62,26.26,8,0.22,Reduce HVAC cooling to save energy.; Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,1.03
9/4/2023 13:00,14.36,28.71,44,0.22,Shift heavy operations to off-peak hours.,0.22
9/4/2023 14:00,16.96,34.37,99,0.12,No action needed,0
9/4/2023 15:00,17.39,24.58,68,0.14,No action needed,0
9/4/2023 16:00,12.88,26.16,72,0.25,Shift heavy operations to off-peak hours.,0.23
9/4/2023 17:00,11.09,21.2,83,0.2,No action needed,0
9/4/2023 18:00,7.33,33.94,128,0.24,Shift heavy operations to off-peak hours.,0.12
9/4/2023 19:00,17.36,28.42,91,0.29,Shift heavy operations to off-peak hours.,0.35
9/4/2023 20:00,15.06,15.45,52,0.21,Shift heavy operations to off-peak hours.,0.22
9/4/2023 21:00,15.91,16.52,15,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.39
9/4/2023 22:00,19.86,29.08,143,0.19,No action needed,0
9/4/2023 23:00,19.52,18.9,70,0.13,No action needed,0
9/5/2023 0:00,12.7,18.28,95,0.17,No action needed,0
9/5/2023 1:00,5.91,33.97,6,0.3,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.18
9/5/2023 2:00,13.69,22.95,59,0.29,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.44
9/5/2023 3:00,19.82,23.42,117,0.17,No action needed,0
9/5/2023 4:00,17.7,24.24,128,0.1,No action needed,0
9/5/2023 5:00,12.02,21.7,15,0.22,Shift heavy operations to off-peak hours.,0.19
9/5/2023 6:00,15.21,20.64,12,0.13,No action needed,0
9/5/2023 7:00,20.18,30.59,48,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.77
9/5/2023 8:00,8.84,27.01,149,0.22,Shift heavy operations to off-peak hours.,0.14
9/5/2023 9:00,12.25,18.73,48,0.16,No action needed,0
9/5/2023 10:00,14.66,16.96,101,0.16,No action needed,0
9/5/2023 11:00,23.74,28.7,94,0.11,Reduce HVAC cooling to save energy.,0.13
9/5/2023 12:00,10.09,17.61,64,0.17,Investigate devices left on overnight.,0.07
9/5/2023 13:00,20.33,15.34,84,0.22,Shift heavy operations to off-peak hours.,0.31
9/5/2023 14:00,11.38,23.34,58,0.19,No action needed,0
9/5/2023 15:00,22.39,28.11,15,0.19,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.38
9/5/2023 16:00,6.28,28.14,131,0.27,Shift heavy operations to off-peak hours.,0.12
9/5/2023 17:00,7.27,24.13,76,0.16,No action needed,0
9/5/2023 18:00,19.99,29.08,91,0.28,Shift heavy operations to off-peak hours.,0.39
9/5/2023 19:00,14.29,30.07,69,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.36
9/5/2023 20:00,15.91,31.62,12,0.26,Shift heavy operations to off-peak hours.,0.29
9/5/2023 21:00,13.01,34.09,28,0.26,Shift heavy operations to off-peak hours.,0.24
9/5/2023 22:00,20.72,22.79,110,0.25,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.57
9/5/2023 23:00,23.66,15.36,122,0.14,No action needed,0
9/6/2023 0:00,24.43,32.94,95,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.62
9/6/2023 1:00,17.19,17.08,147,0.26,Shift heavy operations to off-peak hours.,0.31
9/6/2023 2:00,23.48,20.33,18,0.15,No action needed,0
9/6/2023 3:00,17.63,18.51,58,0.18,No action needed,0
9/6/2023 4:00,8.59,34.44,25,0.12,No action needed,0
9/6/2023 5:00,16.46,30.71,113,0.11,No action needed,0
9/6/2023 6:00,7.51,29.82,6,0.12,Turn off unnecessary lights in unoccupied areas.,0.03
9/6/2023 7:00,12.69,18.1,62,0.2,No action needed,0
9/6/2023 8:00,10.96,26.63,75,0.13,No action needed,0
9/6/2023 9:00,7.68,19.95,140,0.2,No action needed,0
9/6/2023 10:00,9.45,15.72,138,0.27,Shift heavy operations to off-peak hours.,0.18
9/6/2023 11:00,21.66,26.52,115,0.11,Reduce HVAC cooling to save energy.; Investigate devices left on overnight.,0.21
9/6/2023 12:00,7.88,23.66,147,0.27,Shift heavy operations to off-peak hours.,0.15
9/6/2023 13:00,16.75,34.65,10,0.12,No action needed,0
9/6/2023 14:00,5.48,26.99,149,0.19,No action needed,0
9/6/2023 15:00,18.86,17.55,51,0.29,Shift heavy operations to off-peak hours.,0.38
9/6/2023 16:00,11.38,33.18,44,0.15,No action needed,0
9/6/2023 17:00,22.21,30.4,150,0.25,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.67
9/6/2023 18:00,9.57,34.19,85,0.29,Shift heavy operations to off-peak hours.,0.19
9/6/2023 19:00,14.45,28.1,63,0.19,No action needed,0
9/6/2023 20:00,8.15,22.42,21,0.2,No action needed,0
9/6/2023 21:00,15.02,17.36,48,0.15,Investigate devices left on overnight.,0.09
9/6/2023 22:00,8.23,25.63,86,0.24,Shift heavy operations to off-peak hours.,0.14
9/6/2023 23:00,10.72,28.98,116,0.3,Shift heavy operations to off-peak hours.,0.23
9/7/2023 0:00,10.99,24.77,49,0.22,Shift heavy operations to off-peak hours.,0.17
9/7/2023 1:00,20.01,33.94,95,0.29,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.7
9/7/2023 2:00,17.75,32.66,58,0.23,Shift heavy operations to off-peak hours.,0.29
9/7/2023 3:00,21.26,18.93,97,0.23,Shift heavy operations to off-peak hours.,0.34
9/7/2023 4:00,19.87,30.48,26,0.16,Investigate devices left on overnight.,0.13
9/7/2023 5:00,19.65,33.87,57,0.25,Shift heavy operations to off-peak hours.,0.34
9/7/2023 6:00,23.55,16.85,11,0.28,Shift heavy operations to off-peak hours.,0.46
9/7/2023 7:00,19.02,15.34,67,0.29,Shift heavy operations to off-peak hours.,0.39
9/7/2023 8:00,21.24,18.51,143,0.11,No action needed,0
9/7/2023 9:00,7.12,29.97,50,0.1,No action needed,0
9/7/2023 10:00,9.51,22.21,122,0.29,Shift heavy operations to off-peak hours.,0.19
9/7/2023 11:00,22.52,31.37,130,0.12,Reduce HVAC cooling to save energy.,0.14
9/7/2023 12:00,6.95,17.89,135,0.21,Shift heavy operations to off-peak hours.,0.1
9/7/2023 13:00,15.87,17.38,13,0.14,No action needed,0
9/7/2023 14:00,18.18,24.42,64,0.19,No action needed,0
9/7/2023 15:00,7.14,16.68,80,0.27,Shift heavy operations to off-peak hours.,0.13
9/7/2023 16:00,23.65,26.14,92,0.24,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.68
9/7/2023 17:00,17.84,29.72,42,0.1,No action needed,0
9/7/2023 18:00,20.93,32.16,31,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.58
9/7/2023 19:00,21.46,26.33,55,0.21,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.72
9/7/2023 20:00,18.59,32.94,126,0.26,Shift heavy operations to off-peak hours.,0.34
9/7/2023 21:00,20.67,32,13,0.11,Reduce HVAC cooling to save energy.,0.11
9/7/2023 22:00,9.56,27.83,13,0.28,Shift heavy operations to off-peak hours.,0.19
9/7/2023 23:00,16.82,33,78,0.28,Shift heavy operations to off-peak hours.,0.33
9/8/2023 0:00,17.53,25.89,36,0.22,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.42
9/8/2023 1:00,15.99,34.13,53,0.14,No action needed,0
9/8/2023 2:00,21.15,32.07,96,0.16,Reduce HVAC cooling to save energy.,0.17
9/8/2023 3:00,24.38,29.61,38,0.26,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.76
9/8/2023 4:00,6,16.04,94,0.28,Shift heavy operations to off-peak hours.,0.12
9/8/2023 5:00,9.51,16.07,42,0.29,Shift heavy operations to off-peak hours.,0.19
9/8/2023 6:00,22.89,17.3,63,0.28,Shift heavy operations to off-peak hours.,0.45
9/8/2023 7:00,20.73,33.43,32,0.23,Reduce HVAC cooling to save energy.; Shift heavy operations to off-peak hours.,0.57
9/8/2023 8:00,13.79,34.49,106,0.26,Shift heavy operations to off-peak hours.,0.25
9/8/2023 9:00,15.38,20.85,149,0.23,Shift heavy operations to off-peak hours.,0.25
9/8/2023 10:00,9.82,34.83,147,0.25,Shift heavy operations to off-peak hours.,0.17
9/8/2023 11:00,18.61,22.45,144,0.2,Investigate devices left on overnight.,0.15
9/8/2023 12:00,7.5,29.2,78,0.1,No action needed,0
9/8/2023 13:00,14.58,28.26,102,0.26,Shift heavy operations to off-peak hours.,0.27
9/8/2023 14:00,24.63,34.94,124,0.2,Reduce HVAC cooling to save energy.,0.25
9/8/2023 15:00,17.94,26.68,116,0.1,No action needed,0
9/8/2023 16:00,14.02,17.51,135,0.18,No action needed,0
9/8/2023 17:00,19.7,33.38,54,0.17,Investigate devices left on overnight.,0.13
9/8/2023 18:00,19.15,28.38,92,0.23,Shift heavy operations to off-peak hours.; Investigate devices left on overnight.,0.48
9/8/2023 19:00,12.74,17.09,52,0.12,Investigate devices left on overnight.,0.06
9/8/2023 20:00,16.34,33.96,14,0.16,No action needed,0
9/8/2023 21:00,17.93,31.44,120,0.13,Investigate devices left on overnight.,0.09
9/8/2023 22:00,6.92,26.89,43,0.12,No action needed,0
9/8/2023 23:00,8.81,21.79,80,0.2,No action needed,0
9/9/2023 0:00,18.9,23.93,14,0.26,Shift heavy operations to off-peak hours.,0.34
9/9/2023 1:00,12.67,30.11,90,0.2,No action needed,0
9/9/2023 2:00,19.6,31.08,136,0.25,Shift heavy operations to off-peak hours.,0.34
9/9/2023 3:00,7.4,34.55,19,0.28,Shift heavy operations to off-peak hours.,0.15
9/9/2023 4:00,5.37,33.63,25,0.16,No action needed,0
9/9/2023 5:00,17.46,25.84,19,0.3,Shift heavy operations to off-peak hours.,0.37
9/9/2023 6:00,11.77,30.03,81,0.18,No action needed,0
9/9/2023 7:00,8.85,30.95,45,0.14,No action needed,0
9/9/2023 8:00,23.15,24.69,107,0.11,No action needed,0
9/9/2023 9:00,9.04,26.49,96,0.29,Shift heavy operations to off-peak hours.,0.18
9/9/2023 10:00,11.98,26.21,31,0.17,No action needed,0
9/9/2023 11:00,18.72,28.42,98,0.12,No action needed,0
9/9/2023 12:00,14.96,22.4,5,0.24,Turn off unnecessary lights in unoccupied areas.; Shift heavy operations to off-peak hours.,0.36
9/9/2023 13:00,21.39,15.96,133,0.16,No action needed,0
9/9/2023 14:00,13.57,16.33,42,0.2,No action needed,0
9/9/2023 15:00,7.11,28.92,113,0.21,Shift heavy operations to off-peak hours.,0.1
9/9/2023 16:00,7.99,28.54,100,0.22,Shift heavy operations to off-peak hours.,0.12
9/9/2023 17:00,5.91,34.53,139,0.28,Shift heavy operations to off-peak hours.,0.12
9/9/2023 18:00,13.11,15.15,32,0.13,Investigate devices left on overnight.,0.07
9/9/2023 19:00,22.04,30.25,55,0.14,Reduce HVAC cooling to save energy.,0.15
9/9/2023 20:00,7.82,16.86,71,0.3,Shift heavy operations to off-peak hours.,0.16
9/9/2023 21:00,12.62,16.97,109,0.24,Shift heavy operations to off-peak hours.,0.21
9/9/2023 22:00,24.86,22.26,36,0.12,No action needed,0
