,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh),Timestamp
3796,Summer,22.34,39.79,11.91,177.17,198,0.29,23.21,2023-06-08 04:00:00
3797,Summer,23.35,78.48,13.97,459.99,68,0.13,18.25,2023-06-08 05:00:00
3798,Summer,28.05,43.98,7.11,755.72,91,0.16,9.84,2023-06-08 06:00:00
3799,Summer,25.42,67.0,5.13,55.51,54,0.29,16.4,2023-06-08 07:00:00
3800,Summer,22.1,36.45,2.46,611.99,9,0.11,15.16,2023-06-08 08:00:00
3801,Summer,34.41,39.34,6.07,616.6,10,0.27,9.82,2023-06-08 09:00:00
3802,Summer,21.2,74.93,13.5,259.68,18,0.15,16.6,2023-06-08 10:00:00
3803,Summer,26.42,49.49,11.94,260.91,17,0.08,12.5,2023-06-08 11:00:00
3804,Summer,21.08,79.32,1.57,479.18,21,0.12,17.01,2023-06-08 12:00:00
3805,Summer,32.37,71.11,4.92,920.79,30,0.15,8.02,2023-06-08 13:00:00
3806,Summer,33.61,33.63,12.48,14.59,13,0.12,15.63,2023-06-08 14:00:00
3807,Summer,25.8,50.17,1.34,861.44,29,0.12,13.7,2023-06-08 15:00:00
3808,Summer,27.0,39.53,3.88,967.17,28,0.11,16.03,2023-06-08 16:00:00
3809,Summer,24.35,58.22,10.0,352.5,13,0.08,17.01,2023-06-08 17:00:00
3810,Summer,20.68,32.65,15.85,615.37,29,0.14,10.74,2023-06-08 18:00:00
3811,Summer,32.29,67.77,6.69,535.71,10,0.08,19.86,2023-06-08 19:00:00
3812,Summer,28.75,78.19,19.41,713.13,25,0.07,16.03,2023-06-08 20:00:00
3813,Summer,26.69,44.62,1.02,33.06,168,0.28,17.93,2023-06-08 21:00:00
3814,Summer,34.99,75.73,16.62,26.04,159,0.23,16.76,2023-06-08 22:00:00
3815,Summer,25.72,61.13,18.74,702.92,105,0.22,12.82,2023-06-08 23:00:00
3816,Summer,24.0,46.82,12.67,796.9,69,0.14,8.6,2023-06-09 00:00:00
3817,Summer,20.92,55.9,7.12,187.97,135,0.21,11.7,2023-06-09 01:00:00
3818,Summer,21.81,30.67,17.18,717.68,57,0.16,10.33,2023-06-09 02:00:00
3819,Summer,24.55,53.95,19.57,592.27,121,0.18,15.29,2023-06-09 03:00:00
3820,Summer,34.01,41.71,4.8,958.73,149,0.12,16.42,2023-06-09 04:00:00
3821,Summer,22.8,55.05,3.11,736.38,161,0.16,19.94,2023-06-09 05:00:00
3822,Summer,32.46,78.51,0.86,556.16,117,0.16,21.53,2023-06-09 06:00:00
3823,Summer,26.75,75.52,9.58,44.17,122,0.14,21.53,2023-06-09 07:00:00
3824,Summer,22.79,40.8,5.84,458.98,24,0.28,6.39,2023-06-09 08:00:00
3825,Summer,26.66,38.88,10.71,964.58,20,0.17,10.84,2023-06-09 09:00:00
3826,Summer,32.98,33.99,13.53,717.27,21,0.12,9.26,2023-06-09 10:00:00
3827,Summer,34.01,61.61,6.61,934.62,5,0.11,12.08,2023-06-09 11:00:00
3828,Summer,20.29,67.58,15.63,199.17,16,0.08,16.66,2023-06-09 12:00:00
3829,Summer,34.32,56.45,2.54,161.59,24,0.13,21.11,2023-06-09 13:00:00
3830,Summer,25.04,69.67,6.31,895.41,7,0.08,9.89,2023-06-09 14:00:00
3831,Summer,22.27,54.99,10.2,143.31,26,0.05,9.1,2023-06-09 15:00:00
3832,Summer,22.3,65.71,0.98,821.95,28,0.09,15.45,2023-06-09 16:00:00
3833,Summer,22.16,30.29,4.1,626.78,17,0.08,18.14,2023-06-09 17:00:00
3834,Summer,33.51,50.14,5.8,868.32,15,0.13,8.63,2023-06-09 18:00:00
3835,Summer,21.53,41.13,19.31,723.73,12,0.11,9.23,2023-06-09 19:00:00
3836,Summer,22.5,77.63,0.83,331.63,6,0.11,11.12,2023-06-09 20:00:00
3837,Summer,30.63,71.89,1.25,509.02,181,0.22,14.75,2023-06-09 21:00:00
3838,Summer,29.88,70.14,9.42,393.69,90,0.24,12.46,2023-06-09 22:00:00
3839,Summer,26.12,40.11,16.0,137.52,56,0.19,13.02,2023-06-09 23:00:00
3840,Summer,33.95,79.33,13.69,173.67,147,0.21,26.2,2023-06-10 00:00:00
3841,Summer,31.93,72.05,2.84,456.48,92,0.21,12.68,2023-06-10 01:00:00
3842,Summer,33.2,47.63,11.85,421.66,134,0.16,20.23,2023-06-10 02:00:00
3843,Summer,21.94,38.77,19.08,777.04,147,0.19,15.15,2023-06-10 03:00:00
3844,Summer,29.68,32.88,7.14,963.45,176,0.14,13.63,2023-06-10 04:00:00
3845,Summer,22.67,33.57,8.72,760.46,177,0.2,20.63,2023-06-10 05:00:00
3846,Summer,25.66,35.94,4.04,698.15,124,0.1,13.52,2023-06-10 06:00:00
3847,Summer,32.83,51.23,3.45,992.33,102,0.28,17.44,2023-06-10 07:00:00
3848,Summer,25.56,71.18,14.48,677.33,12,0.21,8.88,2023-06-10 08:00:00
3849,Summer,22.37,77.96,10.59,787.78,30,0.3,15.32,2023-06-10 09:00:00
3850,Summer,32.05,47.26,2.99,294.71,14,0.09,17.8,2023-06-10 10:00:00
3851,Summer,28.78,54.75,1.21,847.3,18,0.06,15.49,2023-06-10 11:00:00
3852,Summer,24.74,51.49,16.17,767.06,28,0.11,16.97,2023-06-10 12:00:00
3853,Summer,24.17,77.53,10.66,463.93,27,0.08,8.81,2023-06-10 13:00:00
3854,Summer,25.34,49.45,8.23,124.25,21,0.14,19.77,2023-06-10 14:00:00
3855,Summer,30.99,56.16,9.36,190.41,11,0.09,15.05,2023-06-10 15:00:00
3856,Summer,34.28,31.84,5.8,481.56,22,0.12,18.79,2023-06-10 16:00:00
3857,Summer,23.57,57.68,0.95,494.49,19,0.13,11.72,2023-06-10 17:00:00
3858,Summer,25.95,31.25,9.98,704.91,10,0.15,11.89,2023-06-10 18:00:00
3859,Summer,22.68,55.2,11.94,832.01,28,0.05,17.29,2023-06-10 19:00:00
3860,Summer,31.99,66.09,8.35,657.96,5,0.12,19.3,2023-06-10 20:00:00
3861,Summer,33.24,71.64,1.82,989.66,167,0.26,18.55,2023-06-10 21:00:00
3862,Summer,23.4,68.56,17.14,709.07,151,0.14,18.14,2023-06-10 22:00:00
3863,Summer,23.27,53.21,5.36,178.81,82,0.19,19.31,2023-06-10 23:00:00
3864,Summer,21.89,38.59,0.2,287.81,76,0.13,20.39,2023-06-11 00:00:00
3865,Summer,25.89,51.24,5.19,445.29,153,0.17,14.41,2023-06-11 01:00:00
3866,Summer,20.18,66.96,2.18,438.7,92,0.29,7.99,2023-06-11 02:00:00
3867,Summer,29.4,65.45,13.95,75.85,180,0.18,14.66,2023-06-11 03:00:00
3868,Summer,29.34,45.42,19.73,193.85,182,0.29,21.26,2023-06-11 04:00:00
3869,Summer,20.4,53.2,12.59,437.28,107,0.17,12.86,2023-06-11 05:00:00
3870,Summer,29.04,76.67,15.63,855.6,67,0.15,18.2,2023-06-11 06:00:00
3871,Summer,23.8,33.16,5.35,562.62,77,0.13,14.21,2023-06-11 07:00:00
3872,Summer,31.88,48.63,4.13,364.43,21,0.12,19.67,2023-06-11 08:00:00
3873,Summer,23.93,38.41,14.57,159.83,8,0.13,17.58,2023-06-11 09:00:00
3874,Summer,29.78,66.03,16.07,655.44,29,0.13,14.48,2023-06-11 10:00:00
3875,Summer,28.22,60.11,8.02,343.76,15,0.07,11.33,2023-06-11 11:00:00
3876,Summer,32.96,72.21,1.96,933.18,12,0.09,7.86,2023-06-11 12:00:00
3877,Summer,20.05,56.36,6.97,948.88,8,0.13,6.45,2023-06-11 13:00:00
3878,Summer,21.15,39.77,2.59,229.96,6,0.15,18.67,2023-06-11 14:00:00
3879,Summer,32.69,70.31,7.7,406.77,23,0.08,11.81,2023-06-11 15:00:00
3880,Summer,33.78,47.72,16.11,145.39,6,0.11,12.93,2023-06-11 16:00:00
3881,Summer,23.68,46.5,0.82,85.93,22,0.14,11.36,2023-06-11 17:00:00
3882,Summer,25.7,71.92,11.12,527.06,23,0.09,8.09,2023-06-11 18:00:00
3883,Summer,34.26,64.73,5.01,340.45,20,0.11,20.89,2023-06-11 19:00:00
3884,Summer,21.07,35.47,9.46,313.48,24,0.06,6.84,2023-06-11 20:00:00
3885,Summer,24.53,30.69,10.98,995.63,103,0.28,11.27,2023-06-11 21:00:00
3886,Summer,28.35,47.19,3.8,600.31,187,0.19,18.61,2023-06-11 22:00:00
3887,Summer,25.02,60.01,11.02,72.98,60,0.18,7.88,2023-06-11 23:00:00
3888,Summer,30.94,60.93,14.93,702.83,54,0.17,9.09,2023-06-12 00:00:00
3889,Summer,21.57,66.72,18.13,542.26,173,0.13,11.35,2023-06-12 01:00:00
3890,Summer,29.29,44.9,13.57,960.57,71,0.24,8.17,2023-06-12 02:00:00
3891,Summer,27.67,31.61,5.95,196.05,111,0.14,17.48,2023-06-12 03:00:00
3892,Summer,27.83,78.83,1.7,952.84,118,0.27,12.76,2023-06-12 04:00:00
3893,Summer,26.6,44.15,4.23,619.64,53,0.21,13.18,2023-06-12 05:00:00
3894,Summer,34.48,57.32,15.78,615.92,106,0.26,21.73,2023-06-12 06:00:00
3895,Summer,32.31,64.51,16.31,162.54,139,0.11,16.25,2023-06-12 07:00:00
3896,Summer,28.37,71.67,6.83,540.98,6,0.2,11.51,2023-06-12 08:00:00
3897,Summer,31.51,54.13,4.11,302.61,22,0.21,13.95,2023-06-12 09:00:00
3898,Summer,24.52,48.67,7.31,516.89,21,0.11,10.68,2023-06-12 10:00:00
3899,Summer,33.43,65.91,13.61,703.45,8,0.07,14.81,2023-06-12 11:00:00
3900,Summer,32.24,58.28,4.4,434.06,15,0.12,18.9,2023-06-12 12:00:00
3901,Summer,25.36,47.21,0.39,253.87,37,0.07,15.9,2023-06-12 13:00:00
3902,Summer,31.72,38.5,3.47,289.48,40,0.1,10.9,2023-06-12 14:00:00
3903,Summer,32.57,54.27,6.25,858.27,11,0.13,19.94,2023-06-12 15:00:00
3904,Summer,29.22,66.14,8.61,154.95,40,0.05,10.92,2023-06-12 16:00:00
3905,Summer,22.34,48.91,4.26,433.18,15,0.13,14.75,2023-06-12 17:00:00
3906,Summer,31.71,44.63,15.22,356.88,16,0.09,9.99,2023-06-12 18:00:00
3907,Summer,32.05,36.26,5.0,562.78,35,0.08,17.29,2023-06-12 19:00:00
3908,Summer,27.91,38.04,8.98,869.24,31,0.06,7.14,2023-06-12 20:00:00
3909,Summer,21.5,61.89,5.19,264.93,19,0.12,7.46,2023-06-12 21:00:00
3910,Summer,33.14,78.5,7.7,930.84,50,0.26,17.23,2023-06-12 22:00:00
3911,Summer,33.62,76.25,9.46,838.92,19,0.17,14.06,2023-06-12 23:00:00
3912,Summer,33.26,49.08,10.68,47.09,22,0.15,21.61,2023-06-13 00:00:00
3913,Summer,25.37,48.39,11.45,649.51,44,0.14,8.95,2023-06-13 01:00:00
3914,Summer,20.97,31.46,19.95,144.19,45,0.14,8.23,2023-06-13 02:00:00
3915,Summer,29.36,33.7,9.76,774.57,13,0.22,14.37,2023-06-13 03:00:00
3916,Summer,32.85,76.44,19.0,943.97,41,0.12,14.25,2023-06-13 04:00:00
3917,Summer,33.83,78.57,4.98,864.35,28,0.15,19.79,2023-06-13 05:00:00
3918,Summer,31.88,61.38,14.65,779.04,30,0.12,9.06,2023-06-13 06:00:00
3919,Summer,31.73,67.2,6.87,509.95,13,0.24,10.63,2023-06-13 07:00:00
3920,Summer,25.44,43.55,6.9,676.41,46,0.17,10.02,2023-06-13 08:00:00
3921,Summer,20.1,39.78,19.82,18.34,42,0.1,9.39,2023-06-13 09:00:00
3922,Summer,26.14,51.1,18.57,175.4,26,0.15,15.37,2023-06-13 10:00:00
3923,Summer,29.55,34.71,16.5,620.11,14,0.12,10.57,2023-06-13 11:00:00
3924,Summer,34.13,63.41,14.06,531.67,50,0.15,21.26,2023-06-13 12:00:00
3925,Summer,34.2,76.18,17.63,492.72,16,0.09,10.8,2023-06-13 13:00:00
3926,Summer,30.12,44.82,3.49,426.79,31,0.08,17.16,2023-06-13 14:00:00
3927,Summer,29.26,75.06,19.77,457.57,26,0.05,18.64,2023-06-13 15:00:00
3928,Summer,20.53,36.35,9.93,258.07,10,0.08,16.64,2023-06-13 16:00:00
3929,Summer,30.63,77.55,15.22,881.41,45,0.09,13.12,2023-06-13 17:00:00
3930,Summer,29.85,70.93,4.49,171.53,31,0.1,20.83,2023-06-13 18:00:00
3931,Summer,33.49,46.69,3.58,38.85,19,0.06,14.12,2023-06-13 19:00:00
3932,Summer,25.06,45.0,12.12,725.05,17,0.1,7.37,2023-06-13 20:00:00
3933,Summer,27.51,67.39,2.58,912.08,30,0.28,10.74,2023-06-13 21:00:00
3934,Summer,22.99,68.65,1.38,626.23,29,0.2,12.23,2023-06-13 22:00:00
3935,Summer,31.74,62.77,12.96,169.67,43,0.23,21.46,2023-06-13 23:00:00
3936,Summer,21.12,38.3,1.23,725.03,30,0.12,12.8,2023-06-14 00:00:00
3937,Summer,27.87,71.86,11.47,892.89,36,0.28,16.69,2023-06-14 01:00:00
3938,Summer,29.15,40.27,0.36,133.12,45,0.14,16.34,2023-06-14 02:00:00
3939,Summer,25.8,49.67,1.83,947.34,7,0.17,4.86,2023-06-14 03:00:00
3940,Summer,33.35,63.77,3.98,615.01,14,0.11,9.89,2023-06-14 04:00:00
3941,Summer,33.85,57.57,6.55,958.76,47,0.25,9.76,2023-06-14 05:00:00
3942,Summer,34.03,73.68,4.63,60.25,41,0.11,18.75,2023-06-14 06:00:00
3943,Summer,33.47,38.02,19.35,169.61,39,0.12,16.01,2023-06-14 07:00:00
3944,Summer,33.47,66.73,14.97,88.01,6,0.27,10.59,2023-06-14 08:00:00
3945,Summer,20.65,49.72,13.61,616.02,28,0.28,15.71,2023-06-14 09:00:00
3946,Summer,26.34,34.24,9.65,795.33,20,0.07,8.52,2023-06-14 10:00:00
3947,Summer,20.83,61.41,8.5,31.24,47,0.09,15.22,2023-06-14 11:00:00
3948,Summer,27.57,53.24,7.34,779.27,21,0.12,8.3,2023-06-14 12:00:00
3949,Summer,25.63,67.87,12.76,746.94,11,0.05,18.08,2023-06-14 13:00:00
3950,Summer,20.0,68.45,7.1,54.83,5,0.13,15.16,2023-06-14 14:00:00
3951,Summer,20.86,30.62,14.78,435.86,16,0.12,6.0,2023-06-14 15:00:00
3952,Summer,20.94,47.16,3.85,110.23,14,0.13,7.18,2023-06-14 16:00:00
3953,Summer,23.7,36.05,14.74,751.66,22,0.13,5.35,2023-06-14 17:00:00
3954,Summer,32.17,73.46,2.44,126.91,17,0.11,10.54,2023-06-14 18:00:00
3955,Summer,20.97,67.98,12.7,770.8,26,0.13,16.11,2023-06-14 19:00:00
3956,Summer,34.6,37.58,1.45,355.82,16,0.11,9.77,2023-06-14 20:00:00
3957,Summer,27.85,49.25,8.88,648.46,60,0.13,10.61,2023-06-14 21:00:00
3958,Summer,28.29,74.19,14.65,489.65,62,0.15,9.07,2023-06-14 22:00:00
3959,Summer,28.36,51.07,6.62,868.21,84,0.24,18.44,2023-06-14 23:00:00
3960,Summer,28.87,61.02,18.76,28.26,95,0.26,14.11,2023-06-15 00:00:00
3961,Summer,31.58,76.81,7.0,450.48,156,0.12,20.18,2023-06-15 01:00:00
3962,Summer,23.07,53.55,19.64,153.36,131,0.21,13.63,2023-06-15 02:00:00
3963,Summer,25.15,35.32,0.22,14.41,181,0.22,17.6,2023-06-15 03:00:00
3964,Summer,33.64,66.41,4.08,854.6,198,0.11,15.57,2023-06-15 04:00:00
3965,Summer,31.73,70.49,7.87,589.22,179,0.1,13.38,2023-06-15 05:00:00
3966,Summer,22.74,52.23,4.79,903.61,88,0.16,10.63,2023-06-15 06:00:00
3967,Summer,34.62,56.66,6.73,348.67,102,0.15,15.55,2023-06-15 07:00:00
3968,Summer,28.14,42.49,14.48,835.22,19,0.15,9.53,2023-06-15 08:00:00
3969,Summer,22.39,76.63,14.68,818.99,5,0.1,4.79,2023-06-15 09:00:00
3970,Summer,26.11,42.96,7.15,11.33,15,0.06,13.65,2023-06-15 10:00:00
3971,Summer,20.88,59.39,19.81,973.09,10,0.05,14.05,2023-06-15 11:00:00
3972,Summer,25.53,79.92,5.34,573.62,11,0.12,13.18,2023-06-15 12:00:00
3973,Summer,23.09,42.36,12.89,769.59,7,0.11,8.07,2023-06-15 13:00:00
3974,Summer,29.6,33.47,13.71,643.11,25,0.08,17.3,2023-06-15 14:00:00
3975,Summer,21.58,37.48,8.77,386.76,17,0.11,18.49,2023-06-15 15:00:00
3976,Summer,31.15,53.62,9.46,896.71,16,0.08,17.0,2023-06-15 16:00:00
3977,Summer,22.69,79.2,15.35,716.23,21,0.15,9.03,2023-06-15 17:00:00
3978,Summer,28.14,41.32,3.13,566.5,19,0.1,9.08,2023-06-15 18:00:00
3979,Summer,31.05,35.45,6.42,822.45,28,0.08,12.45,2023-06-15 19:00:00
3980,Summer,34.45,72.07,13.74,227.45,8,0.14,19.77,2023-06-15 20:00:00
3981,Summer,33.78,38.38,4.53,756.18,199,0.19,17.07,2023-06-15 21:00:00
3982,Summer,25.36,45.73,19.19,0.52,102,0.1,20.85,2023-06-15 22:00:00
3983,Summer,31.31,65.52,7.2,572.9,94,0.22,17.81,2023-06-15 23:00:00
3984,Summer,26.71,66.53,5.46,260.11,67,0.26,10.01,2023-06-16 00:00:00
3985,Summer,22.82,39.66,1.05,201.28,91,0.16,8.36,2023-06-16 01:00:00
3986,Summer,27.75,76.22,19.58,444.88,199,0.18,14.46,2023-06-16 02:00:00
3987,Summer,21.72,74.86,12.81,249.69,89,0.18,18.82,2023-06-16 03:00:00
3988,Summer,27.55,57.82,4.89,628.61,92,0.29,13.14,2023-06-16 04:00:00
3989,Summer,30.92,67.88,11.79,388.85,73,0.19,9.7,2023-06-16 05:00:00
3990,Summer,34.35,30.02,8.85,501.5,120,0.13,14.06,2023-06-16 06:00:00
3991,Summer,23.4,66.57,2.71,422.28,138,0.11,15.36,2023-06-16 07:00:00
3992,Summer,27.69,48.03,5.37,773.33,28,0.16,12.28,2023-06-16 08:00:00
3993,Summer,21.1,43.85,18.58,28.0,28,0.14,12.87,2023-06-16 09:00:00
3994,Summer,27.49,44.55,18.13,10.37,26,0.11,19.49,2023-06-16 10:00:00
3995,Summer,20.73,72.46,14.93,403.97,12,0.09,18.04,2023-06-16 11:00:00
3996,Summer,30.66,64.96,0.49,421.55,7,0.05,8.5,2023-06-16 12:00:00
3997,Summer,26.53,59.97,18.71,389.76,24,0.12,16.96,2023-06-16 13:00:00
3998,Summer,32.14,59.88,1.22,247.94,30,0.13,21.09,2023-06-16 14:00:00
3999,Summer,23.56,61.44,4.13,464.59,8,0.09,15.8,2023-06-16 15:00:00
4000,Summer,24.91,34.99,2.45,509.59,27,0.14,13.67,2023-06-16 16:00:00
4001,Summer,24.98,66.19,17.85,137.82,20,0.09,18.1,2023-06-16 17:00:00
4002,Summer,28.12,42.71,14.01,714.04,23,0.1,9.04,2023-06-16 18:00:00
4003,Summer,24.58,63.93,2.92,796.41,23,0.13,5.16,2023-06-16 19:00:00
4004,Summer,27.39,35.72,5.08,841.65,24,0.06,15.8,2023-06-16 20:00:00
4005,Summer,21.17,50.01,4.63,427.91,60,0.22,17.68,2023-06-16 21:00:00
4006,Summer,26.75,66.66,1.97,189.43,78,0.28,8.97,2023-06-16 22:00:00
4007,Summer,24.8,69.7,8.0,491.56,149,0.22,10.43,2023-06-16 23:00:00
4008,Summer,24.73,40.97,7.54,323.7,129,0.23,17.54,2023-06-17 00:00:00
4009,Summer,33.0,68.53,14.44,375.07,72,0.24,20.84,2023-06-17 01:00:00
4010,Summer,28.84,49.5,2.21,366.86,104,0.24,11.24,2023-06-17 02:00:00
4011,Summer,22.47,65.71,12.01,9.77,200,0.1,12.28,2023-06-17 03:00:00
4012,Summer,23.11,61.11,6.4,666.0,128,0.14,15.48,2023-06-17 04:00:00
4013,Summer,34.61,75.22,18.72,349.38,77,0.15,22.05,2023-06-17 05:00:00
4014,Summer,24.34,39.31,16.38,458.1,98,0.21,17.42,2023-06-17 06:00:00
4015,Summer,27.81,31.0,10.75,440.77,83,0.29,16.19,2023-06-17 07:00:00
4016,Summer,31.18,60.52,12.12,439.93,24,0.26,20.31,2023-06-17 08:00:00
4017,Summer,26.35,32.32,3.7,467.52,17,0.17,14.28,2023-06-17 09:00:00
4018,Summer,34.26,50.95,7.51,944.5,18,0.06,14.53,2023-06-17 10:00:00
4019,Summer,33.52,34.95,12.45,907.49,17,0.1,14.27,2023-06-17 11:00:00
4020,Summer,28.11,66.98,9.78,677.68,12,0.06,11.1,2023-06-17 12:00:00
4021,Summer,20.96,64.01,13.46,332.14,6,0.15,16.03,2023-06-17 13:00:00
4022,Summer,31.52,70.48,8.33,189.97,27,0.11,15.99,2023-06-17 14:00:00
4023,Summer,22.15,41.65,13.59,148.17,9,0.08,7.6,2023-06-17 15:00:00
4024,Summer,26.07,43.34,10.43,798.38,11,0.08,14.49,2023-06-17 16:00:00
4025,Summer,31.47,77.99,16.07,369.92,12,0.13,14.44,2023-06-17 17:00:00
4026,Summer,30.92,36.82,4.63,605.96,8,0.09,9.16,2023-06-17 18:00:00
4027,Summer,24.22,74.28,7.8,837.72,22,0.15,6.72,2023-06-17 19:00:00
4028,Summer,24.65,77.09,4.72,517.81,19,0.08,10.12,2023-06-17 20:00:00
4029,Summer,22.27,37.26,8.82,607.46,139,0.27,19.34,2023-06-17 21:00:00
4030,Summer,34.78,65.66,2.24,858.28,197,0.13,15.08,2023-06-17 22:00:00
4031,Summer,26.1,61.09,8.38,43.64,103,0.27,18.23,2023-06-17 23:00:00
4032,Summer,29.61,57.64,11.21,68.98,96,0.16,23.52,2023-06-18 00:00:00
4033,Summer,22.95,53.04,14.52,434.75,56,0.28,14.97,2023-06-18 01:00:00
4034,Summer,31.66,79.17,14.43,572.7,116,0.21,22.72,2023-06-18 02:00:00
4035,Summer,32.57,54.11,14.39,203.75,132,0.11,15.83,2023-06-18 03:00:00
4036,Summer,20.21,47.12,5.7,555.74,145,0.24,12.18,2023-06-18 04:00:00
4037,Summer,33.11,62.1,17.5,517.02,110,0.17,13.62,2023-06-18 05:00:00
4038,Summer,22.94,42.15,0.93,988.32,142,0.22,18.45,2023-06-18 06:00:00
4039,Summer,30.47,62.14,0.43,979.03,112,0.13,10.09,2023-06-18 07:00:00
4040,Summer,23.44,55.12,10.05,236.11,15,0.19,13.59,2023-06-18 08:00:00
4041,Summer,26.61,63.4,5.81,342.24,28,0.27,14.99,2023-06-18 09:00:00
4042,Summer,31.09,58.81,4.22,168.9,16,0.05,20.32,2023-06-18 10:00:00
4043,Summer,31.98,44.29,19.93,914.21,8,0.07,18.74,2023-06-18 11:00:00
4044,Summer,29.7,46.61,14.59,492.51,17,0.1,10.74,2023-06-18 12:00:00
4045,Summer,32.98,66.3,12.24,749.39,21,0.06,12.46,2023-06-18 13:00:00
4046,Summer,24.05,63.06,19.92,734.69,8,0.15,5.5,2023-06-18 14:00:00
4047,Summer,27.87,36.25,10.66,742.1,30,0.14,11.53,2023-06-18 15:00:00
4048,Summer,25.68,59.15,4.72,924.81,10,0.1,17.21,2023-06-18 16:00:00
4049,Summer,32.13,55.44,0.62,214.01,10,0.06,12.57,2023-06-18 17:00:00
4050,Summer,23.6,39.35,19.82,291.02,6,0.13,11.67,2023-06-18 18:00:00
4051,Summer,32.03,43.77,4.44,538.65,19,0.15,19.05,2023-06-18 19:00:00
4052,Summer,29.46,76.77,4.25,886.62,26,0.05,11.53,2023-06-18 20:00:00
4053,Summer,29.07,51.13,15.23,846.36,51,0.23,12.66,2023-06-18 21:00:00
4054,Summer,23.94,53.47,3.04,461.78,104,0.14,13.31,2023-06-18 22:00:00
4055,Summer,33.3,31.76,1.04,866.1,94,0.13,15.13,2023-06-18 23:00:00
4056,Summer,29.07,76.45,12.54,531.57,98,0.3,15.84,2023-06-19 00:00:00
4057,Summer,30.65,51.88,18.41,120.64,51,0.29,11.43,2023-06-19 01:00:00
4058,Summer,22.25,79.26,4.92,90.01,188,0.16,16.55,2023-06-19 02:00:00
4059,Summer,25.46,30.54,7.07,896.3,143,0.3,17.52,2023-06-19 03:00:00
4060,Summer,34.77,69.74,19.09,264.37,141,0.17,22.72,2023-06-19 04:00:00
4061,Summer,28.71,74.55,5.04,860.4,126,0.16,14.55,2023-06-19 05:00:00
4062,Summer,31.19,44.66,5.2,407.02,142,0.16,22.59,2023-06-19 06:00:00
4063,Summer,21.39,44.08,9.8,995.6,156,0.1,20.05,2023-06-19 07:00:00
4064,Summer,32.02,60.02,3.16,598.83,15,0.29,12.99,2023-06-19 08:00:00
4065,Summer,34.61,34.23,17.03,939.38,20,0.29,14.29,2023-06-19 09:00:00
4066,Summer,23.53,45.6,5.76,453.99,25,0.05,6.03,2023-06-19 10:00:00
4067,Summer,29.88,74.96,6.9,598.88,12,0.13,15.02,2023-06-19 11:00:00
4068,Summer,27.69,66.55,9.56,168.73,15,0.08,13.9,2023-06-19 12:00:00
4069,Summer,22.33,31.62,6.11,247.41,15,0.13,17.25,2023-06-19 13:00:00
4070,Summer,31.92,64.08,10.53,927.86,37,0.13,19.31,2023-06-19 14:00:00
4071,Summer,26.32,32.53,6.4,718.01,13,0.08,9.27,2023-06-19 15:00:00
4072,Summer,25.88,39.68,9.39,328.52,36,0.1,15.9,2023-06-19 16:00:00
4073,Summer,29.52,57.0,17.62,175.82,42,0.08,12.7,2023-06-19 17:00:00
4074,Summer,33.43,75.12,18.39,583.38,9,0.13,10.46,2023-06-19 18:00:00
4075,Summer,25.01,59.27,12.27,256.64,7,0.11,15.62,2023-06-19 19:00:00
4076,Summer,28.86,38.5,9.12,934.32,50,0.09,18.7,2023-06-19 20:00:00
4077,Summer,29.68,51.84,19.25,275.13,35,0.26,13.09,2023-06-19 21:00:00
4078,Summer,30.68,46.25,1.55,971.93,8,0.19,17.07,2023-06-19 22:00:00
4079,Summer,27.57,47.65,19.39,682.28,23,0.25,14.92,2023-06-19 23:00:00
4080,Summer,27.89,37.5,11.58,579.7,8,0.27,10.1,2023-06-20 00:00:00
4081,Summer,29.97,77.36,18.64,756.91,44,0.23,11.51,2023-06-20 01:00:00
4082,Summer,24.23,46.68,17.51,628.84,15,0.14,13.39,2023-06-20 02:00:00
4083,Summer,20.44,69.74,2.25,306.54,42,0.25,17.31,2023-06-20 03:00:00
4084,Summer,26.62,75.68,4.81,916.72,49,0.2,18.93,2023-06-20 04:00:00
4085,Summer,22.03,63.64,0.58,389.79,26,0.15,18.51,2023-06-20 05:00:00
4086,Summer,33.03,61.72,15.99,885.88,17,0.14,8.85,2023-06-20 06:00:00
4087,Summer,29.49,79.68,6.05,750.86,47,0.16,10.38,2023-06-20 07:00:00
4088,Summer,30.15,30.26,9.37,885.44,12,0.1,14.48,2023-06-20 08:00:00
4089,Summer,30.3,58.63,17.98,125.09,23,0.14,15.81,2023-06-20 09:00:00
4090,Summer,31.59,72.81,14.86,240.8,7,0.13,10.01,2023-06-20 10:00:00
4091,Summer,24.34,42.4,12.32,666.95,28,0.11,13.66,2023-06-20 11:00:00
4092,Summer,22.5,61.34,4.32,235.5,17,0.11,13.13,2023-06-20 12:00:00
4093,Summer,26.6,31.25,2.36,287.19,22,0.05,10.3,2023-06-20 13:00:00
4094,Summer,31.1,69.1,8.69,841.12,48,0.06,10.36,2023-06-20 14:00:00
4095,Summer,33.32,53.65,13.69,782.88,7,0.14,15.5,2023-06-20 15:00:00
4096,Summer,32.24,66.31,4.43,475.99,49,0.07,13.12,2023-06-20 16:00:00
4097,Summer,32.4,58.28,7.94,298.5,25,0.07,16.15,2023-06-20 17:00:00
